carName,model,year,sellingPrice,condition,mileage,driven,fuel
Tata Nexon,Titanium,2022,1862586,Fair,23.15,181522,CNG
Kia Seltos,S10,2017,1180699,Fair,14.16,131999,Petrol
Maruti Suzuki Swift,VDI,2019,737799,Excellent,22.08,44638,Electric
Maruti Suzuki Swift,ZX,2018,1429829,Good,12.26,103667,Petrol
Mahindra Scorpio,XZ+,2012,341748,Excellent,12.07,192823,Petrol
Honda City,HTX,2016,479207,Needs Work,17.24,86631,Electric
Maruti Suzuki Swift,EX,2012,1225725,Excellent,14.11,4640,Petrol
Ford Ecosport,Crysta,2011,864871,Fair,20.95,126413,Diesel
Mahindra Scorpio,ZX,2011,1668568,Fair,12.75,33693,Diesel
Mahindra Scorpio,S10,2019,1083484,Good,14.16,6137,CNG
Hyundai Creta,ZX,2013,1555225,Excellent,11.05,137270,Diesel
Kia Seltos,EX,2021,1500696,Needs Work,16.47,6698,Petrol
Tata Nexon,HTX,2020,1648364,Needs Work,20.26,170551,CNG
Mahindra Scorpio,EX,2021,1668573,Good,14.32,168150,Diesel
Kia Seltos,ZX,2013,216922,Excellent,20.4,154225,CNG
Maruti Suzuki Swift,Titanium,2010,457644,Fair,17.61,71611,Petrol
Kia Seltos,HTX,2015,1878986,Excellent,10.66,13130,CNG
Ford Ecosport,HTX,2018,1795494,Fair,15.98,147249,Petrol
Ford Ecosport,S10,2017,659196,Excellent,20.97,124736,Diesel
Toyota Innova,XZ+,2008,109467,Excellent,18.48,65541,CNG
Kia Seltos,S10,2020,1851299,Good,23.67,155557,Petrol
Honda City,XZ+,2015,1532522,Needs Work,11.42,14299,Diesel
Kia Seltos,Titanium,2021,1828447,Fair,17.55,149105,Petrol
Tata Nexon,HTX,2018,955030,Excellent,10.77,137484,CNG
Hyundai Creta,EX,2023,762091,Fair,11.64,117983,Electric
Toyota Innova,S10,2011,442626,Excellent,21.97,45773,CNG
Tata Nexon,ZX,2012,1350367,Fair,21.95,52547,Diesel
Hyundai Creta,XZ+,2017,1005643,Fair,18.9,70676,Electric
Toyota Innova,Crysta,2019,831465,Good,10.61,34788,Diesel
Tata Nexon,XZ+,2012,905151,Fair,12.55,22247,Diesel
Toyota Innova,S10,2006,1895943,Fair,10.06,60326,Electric
Mahindra Scorpio,S10,2015,971297,Good,23.08,187868,Petrol
Honda City,XZ+,2007,1871357,Needs Work,13.57,151292,Electric
Maruti Suzuki Swift,S10,2006,813554,Fair,21.3,179073,Petrol
Honda City,Crysta,2007,1645113,Good,22.09,98822,Electric
Maruti Suzuki Swift,Crysta,2008,377735,Good,10.23,187842,Petrol
Honda City,VDI,2021,343201,Good,13.16,181879,CNG
Honda City,VDI,2015,1730307,Needs Work,15.36,153972,Diesel
Maruti Suzuki Swift,ZX,2009,1064287,Excellent,14.35,50460,CNG
Mahindra Scorpio,EX,2011,1583631,Fair,10.08,64093,CNG
Maruti Suzuki Swift,VDI,2010,427414,Needs Work,22.92,50010,Petrol
Kia Seltos,XZ+,2009,207217,Fair,15.19,137622,CNG
Ford Ecosport,XZ+,2006,1032887,Good,17.68,156316,Diesel
Mahindra Scorpio,XZ+,2021,1868842,Excellent,10.96,39785,CNG
Toyota Innova,S10,2015,1035091,Needs Work,24.67,12848,CNG
Tata Nexon,XZ+,2020,1599663,Good,11.77,155812,Electric
Honda City,VDI,2017,1656684,Good,19.43,74639,Electric
Hyundai Creta,VDI,2013,1887448,Fair,17.46,191114,Diesel
Ford Ecosport,VDI,2009,1921657,Good,13.62,99061,Electric
Kia Seltos,S10,2017,1573419,Good,21.65,103857,Diesel
Hyundai Creta,Crysta,2020,654966,Good,17.3,52778,Diesel
Tata Nexon,Titanium,2013,850248,Excellent,21.15,143797,Electric
Toyota Innova,Titanium,2009,1985773,Excellent,17.16,136292,CNG
Ford Ecosport,VDI,2011,1506322,Fair,20.86,151133,Diesel
Honda City,Titanium,2023,1789000,Excellent,10.32,109977,Electric
Ford Ecosport,Crysta,2023,1510076,Needs Work,20.92,124578,Electric
Hyundai Creta,VDI,2005,743625,Fair,14.79,17933,Diesel
Hyundai Creta,VDI,2006,1307649,Needs Work,20.06,140614,Electric
Toyota Innova,EX,2015,1183701,Needs Work,22.38,89904,CNG
Tata Nexon,Titanium,2014,1228362,Fair,16.28,196580,Petrol
Tata Nexon,Crysta,2017,1431583,Fair,24.25,32103,CNG
Hyundai Creta,Titanium,2023,834116,Excellent,13.67,38067,CNG
Maruti Suzuki Swift,XZ+,2023,1903315,Excellent,10.84,110053,Electric
Toyota Innova,HTX,2017,1512894,Needs Work,19.56,53832,Electric
Hyundai Creta,EX,2021,455537,Excellent,20.13,142192,Diesel
Kia Seltos,ZX,2008,537711,Good,24.91,194187,Electric
Ford Ecosport,ZX,2018,1394438,Good,13.11,162346,Diesel
Hyundai Creta,Titanium,2013,1775511,Fair,15.68,169336,CNG
Maruti Suzuki Swift,EX,2006,614729,Fair,17.57,46219,Diesel
Toyota Innova,EX,2020,530418,Excellent,18.47,114896,CNG
Maruti Suzuki Swift,S10,2010,1577844,Excellent,22.46,88416,Petrol
Mahindra Scorpio,S10,2005,322953,Excellent,24.41,156752,Electric
Honda City,EX,2019,918026,Good,24.8,6249,CNG
Kia Seltos,HTX,2023,646520,Good,23.6,195938,Electric
Maruti Suzuki Swift,Crysta,2012,1366619,Good,19.15,11557,Diesel
Hyundai Creta,Titanium,2010,538456,Needs Work,21.63,28548,CNG
Maruti Suzuki Swift,HTX,2006,477950,Fair,20.85,152182,CNG
Honda City,Crysta,2016,860395,Excellent,23.65,130523,Electric
Ford Ecosport,Crysta,2023,1917719,Fair,20.91,49820,CNG
Ford Ecosport,Crysta,2014,1412096,Excellent,23.07,106283,Diesel
Tata Nexon,S10,2014,1604366,Excellent,22.47,169629,Electric
Toyota Innova,XZ+,2022,1388023,Good,10.17,28095,Electric
Tata Nexon,HTX,2006,850479,Needs Work,24.45,154476,Diesel
Toyota Innova,VDI,2016,393471,Needs Work,13.65,22986,Diesel
Mahindra Scorpio,HTX,2011,768065,Needs Work,21.6,44778,Diesel
Honda City,HTX,2012,1513833,Excellent,17.47,186675,CNG
Kia Seltos,EX,2013,1905983,Excellent,20.91,51999,Electric
Tata Nexon,EX,2021,1079911,Needs Work,18.12,59949,CNG
Kia Seltos,HTX,2006,1958029,Good,15.22,156590,Petrol
Honda City,S10,2013,1579652,Fair,14.02,150844,Petrol
Hyundai Creta,EX,2022,1604504,Needs Work,13.91,142612,Electric
Mahindra Scorpio,Crysta,2020,1687510,Good,21.64,122055,Diesel
Maruti Suzuki Swift,XZ+,2016,833150,Good,16.43,39481,Electric
Toyota Innova,S10,2009,1700510,Fair,24.37,61453,Petrol
Toyota Innova,EX,2022,911960,Needs Work,14.42,166893,Petrol
Mahindra Scorpio,S10,2010,1189537,Fair,20.49,65167,CNG
Maruti Suzuki Swift,ZX,2021,1442549,Excellent,16.7,146609,Electric
Toyota Innova,VDI,2022,711519,Fair,19.95,11463,Electric
Ford Ecosport,XZ+,2007,1026291,Excellent,10.54,61504,Diesel
Tata Nexon,S10,2018,1405330,Good,16.59,123985,CNG
Hyundai Creta,EX,2021,600959,Needs Work,16.45,155771,Electric
Maruti Suzuki Swift,VDI,2020,331001,Good,14.69,147894,Diesel
Mahindra Scorpio,HTX,2012,182900,Needs Work,18.96,113373,Electric
Maruti Suzuki Swift,S10,2008,1379373,Excellent,22.16,99242,Petrol
Tata Nexon,ZX,2008,1356725,Excellent,17.16,42046,CNG
Kia Seltos,S10,2005,499147,Fair,13.14,22612,CNG
Ford Ecosport,EX,2008,1322212,Needs Work,24.55,79310,Diesel
Tata Nexon,HTX,2019,1969445,Good,16.31,127343,CNG
Hyundai Creta,HTX,2008,825279,Fair,18.23,107024,Diesel
Maruti Suzuki Swift,EX,2017,1698364,Good,21.44,33910,Petrol
Mahindra Scorpio,XZ+,2013,300968,Fair,24.9,82766,Petrol
Hyundai Creta,ZX,2018,1910957,Good,20.17,125017,Diesel
Toyota Innova,XZ+,2007,546963,Fair,19.79,134507,Petrol
Toyota Innova,Titanium,2005,1059824,Needs Work,24.27,85313,Electric
Ford Ecosport,Crysta,2020,1411761,Excellent,17.17,69329,Petrol
Maruti Suzuki Swift,S10,2011,1248139,Excellent,11.92,113531,Electric
Hyundai Creta,S10,2012,1261359,Needs Work,19.19,58306,Petrol
Honda City,VDI,2014,1927460,Fair,21.35,3787,CNG
Kia Seltos,HTX,2013,687557,Good,13.75,91791,CNG
Ford Ecosport,S10,2020,1426363,Fair,15.47,84530,Petrol
Tata Nexon,ZX,2020,1736226,Good,10.66,6333,Petrol
Toyota Innova,VDI,2019,1259729,Needs Work,13.17,154847,Petrol
Mahindra Scorpio,EX,2005,863518,Excellent,24.94,28531,CNG
Honda City,ZX,2017,620983,Good,24.31,77166,Petrol
Tata Nexon,VDI,2008,1665975,Fair,24.72,151628,Electric
Hyundai Creta,Titanium,2013,971801,Excellent,24.99,78219,Petrol
Maruti Suzuki Swift,Crysta,2021,1570096,Excellent,19.68,164610,CNG
Toyota Innova,ZX,2013,181287,Good,11.48,16524,Diesel
Hyundai Creta,ZX,2022,669645,Needs Work,13.63,198250,Diesel
Kia Seltos,Crysta,2008,1377012,Excellent,17.33,153429,Petrol
Tata Nexon,S10,2016,1658193,Needs Work,14.32,108845,Petrol
Honda City,XZ+,2021,1129600,Needs Work,21.61,67093,CNG
Tata Nexon,EX,2015,1621838,Fair,21.91,159213,Electric
Ford Ecosport,XZ+,2006,190318,Good,22.38,116800,Diesel
Hyundai Creta,VDI,2012,922585,Excellent,21.45,59304,Electric
Ford Ecosport,XZ+,2011,1816744,Excellent,23.59,132482,CNG
Mahindra Scorpio,Titanium,2007,1415908,Fair,24.92,70192,Petrol
Hyundai Creta,HTX,2023,315018,Good,12.31,5034,Electric
Honda City,EX,2019,728059,Excellent,16.36,166031,Diesel
Hyundai Creta,EX,2006,1690727,Needs Work,23.03,189593,CNG
Ford Ecosport,S10,2017,1770543,Fair,18.62,112025,CNG
Mahindra Scorpio,EX,2023,1954925,Needs Work,16.55,84976,CNG
Tata Nexon,S10,2012,1427556,Needs Work,15.04,139628,Diesel
Maruti Suzuki Swift,EX,2020,1988269,Good,21.38,16913,Petrol
Ford Ecosport,XZ+,2016,1003966,Good,10.68,190160,Electric
Ford Ecosport,Titanium,2010,546601,Needs Work,23.94,1706,Electric
Mahindra Scorpio,XZ+,2009,577456,Fair,15.06,197355,Diesel
Toyota Innova,EX,2006,1925071,Excellent,21.06,59410,Petrol
Mahindra Scorpio,XZ+,2013,640540,Excellent,13.39,24350,Petrol
Tata Nexon,HTX,2006,277854,Good,20.91,196100,Petrol
Tata Nexon,XZ+,2007,701862,Excellent,14.4,15629,CNG
Hyundai Creta,XZ+,2020,1789437,Good,22.65,20045,Diesel
Tata Nexon,Titanium,2017,553341,Needs Work,18.6,74300,Petrol
Honda City,Crysta,2021,120903,Fair,23.12,107003,Petrol
Tata Nexon,Titanium,2019,791820,Needs Work,14.25,137257,CNG
Ford Ecosport,ZX,2005,1095632,Excellent,15.62,2068,CNG
Mahindra Scorpio,Titanium,2015,1639410,Needs Work,11.42,163855,CNG
Mahindra Scorpio,XZ+,2022,1413343,Fair,16.43,68062,Electric
Kia Seltos,ZX,2015,534689,Needs Work,20.85,1354,Petrol
Hyundai Creta,S10,2010,493408,Excellent,12.67,34843,Electric
Tata Nexon,VDI,2010,1825224,Needs Work,15.97,152964,Diesel
Maruti Suzuki Swift,VDI,2015,1327252,Good,24.99,17585,Diesel
Tata Nexon,S10,2010,1442152,Needs Work,16.22,172588,Petrol
Toyota Innova,ZX,2005,1397142,Fair,12.17,59333,Diesel
Toyota Innova,Titanium,2008,354662,Needs Work,23.49,73569,CNG
Tata Nexon,VDI,2005,516342,Excellent,13.95,163608,CNG
Honda City,ZX,2018,1551482,Needs Work,18.53,54364,Diesel
Toyota Innova,Crysta,2010,646642,Good,20.25,178405,Electric
Honda City,XZ+,2011,127806,Good,19.95,34225,Petrol
Toyota Innova,XZ+,2006,530101,Good,22.03,155669,Petrol
Ford Ecosport,ZX,2013,1907628,Fair,11.87,187545,Diesel
Hyundai Creta,XZ+,2016,1152050,Excellent,11.2,155338,Diesel
Tata Nexon,ZX,2022,1501847,Good,16.44,93493,Petrol
Honda City,EX,2019,943957,Good,10.31,25449,Diesel
Tata Nexon,XZ+,2013,1608821,Excellent,21.48,79482,Diesel
Toyota Innova,Crysta,2017,1036434,Good,23.96,150431,Electric
Ford Ecosport,HTX,2019,1455242,Excellent,21.63,155576,Petrol
Ford Ecosport,HTX,2021,943196,Fair,21.75,17888,Petrol
Maruti Suzuki Swift,VDI,2009,1256393,Fair,10.73,139783,Electric
Ford Ecosport,VDI,2006,1255139,Fair,11.1,177188,Electric
Toyota Innova,EX,2014,1586914,Fair,15.87,109153,Electric
Mahindra Scorpio,S10,2011,1800295,Fair,10.51,44781,Diesel
Toyota Innova,EX,2009,1014066,Needs Work,23.2,139927,CNG
Tata Nexon,ZX,2011,1317894,Good,18.8,164491,CNG
Hyundai Creta,HTX,2011,1069627,Fair,14.39,9947,Diesel
Honda City,ZX,2014,655156,Needs Work,12.09,9892,Petrol
Maruti Suzuki Swift,HTX,2014,1188265,Good,18.74,113806,Diesel
Toyota Innova,Titanium,2016,1635898,Fair,14.89,51809,Petrol
Toyota Innova,HTX,2014,691081,Excellent,16.39,88828,Petrol
Kia Seltos,EX,2014,1538357,Fair,24.39,82329,CNG
Ford Ecosport,Crysta,2014,1318679,Needs Work,24.57,90634,Petrol
Maruti Suzuki Swift,S10,2014,767348,Excellent,24.8,182535,Petrol
Maruti Suzuki Swift,S10,2015,1948722,Needs Work,11.89,76977,CNG
Mahindra Scorpio,VDI,2015,419722,Fair,10.41,16229,Electric
Hyundai Creta,ZX,2014,833535,Needs Work,24.94,100177,Petrol
Hyundai Creta,ZX,2019,1575946,Excellent,24.47,152957,Diesel
Tata Nexon,EX,2007,1130256,Good,12.43,181850,CNG
Ford Ecosport,Titanium,2008,1627976,Fair,14.98,131215,Diesel
Honda City,EX,2006,1101913,Excellent,13.43,3939,CNG
Toyota Innova,HTX,2017,1412810,Needs Work,20.78,155563,CNG
Mahindra Scorpio,EX,2012,1034733,Good,20.49,183849,CNG
Ford Ecosport,EX,2011,923982,Fair,17.9,188383,CNG
Tata Nexon,VDI,2005,1193024,Fair,18.93,99279,Petrol
Honda City,Crysta,2006,1718424,Needs Work,14.58,42673,Electric
Toyota Innova,ZX,2011,369253,Needs Work,23.14,185569,Diesel
Maruti Suzuki Swift,EX,2017,1192830,Needs Work,11.4,84961,Petrol
Tata Nexon,S10,2008,270262,Fair,19.52,18794,Electric
Honda City,Crysta,2017,140109,Excellent,11.6,39638,Petrol
Kia Seltos,S10,2019,442262,Fair,23.85,42776,Petrol
Ford Ecosport,Crysta,2006,1984697,Excellent,16.71,38432,Electric
Hyundai Creta,XZ+,2017,236339,Excellent,10.64,110817,Electric
Tata Nexon,Titanium,2017,234880,Fair,21.79,187726,CNG
Ford Ecosport,EX,2013,1319316,Excellent,14.91,123794,Electric
Kia Seltos,HTX,2011,305987,Good,14.15,35236,Petrol
Mahindra Scorpio,S10,2011,1643918,Good,20.99,113003,Petrol
Mahindra Scorpio,Titanium,2023,1547000,Fair,11.17,54879,CNG
Maruti Suzuki Swift,Crysta,2019,1609111,Good,23.39,89039,Electric
Mahindra Scorpio,ZX,2014,548683,Needs Work,11.93,78244,Electric
Hyundai Creta,S10,2010,1583992,Fair,14.52,56460,Diesel
Hyundai Creta,XZ+,2006,902848,Good,12.78,179473,CNG
Maruti Suzuki Swift,S10,2012,1813935,Excellent,22.08,74183,Petrol
Toyota Innova,VDI,2023,1980296,Fair,24.67,43036,CNG
Hyundai Creta,EX,2011,1806170,Excellent,12.98,137307,CNG
Honda City,HTX,2013,1827241,Good,10.31,19126,Electric
Hyundai Creta,VDI,2006,1611850,Needs Work,14.28,18974,Diesel
Toyota Innova,ZX,2017,544628,Needs Work,23.01,114577,Petrol
Mahindra Scorpio,S10,2018,138806,Excellent,14.93,9072,CNG
Tata Nexon,EX,2008,901412,Fair,12.3,44429,Diesel
Kia Seltos,HTX,2008,1401731,Excellent,19.01,162469,Diesel
Maruti Suzuki Swift,XZ+,2016,474365,Excellent,13.41,176961,Petrol
Maruti Suzuki Swift,Crysta,2008,1906791,Excellent,23.46,114359,Petrol
Honda City,ZX,2023,1473645,Fair,24.71,48259,Diesel
Tata Nexon,VDI,2021,1264216,Needs Work,15.43,41906,Diesel
Maruti Suzuki Swift,HTX,2014,1474343,Needs Work,13.0,189921,Petrol
Maruti Suzuki Swift,EX,2021,1054661,Good,11.87,190256,Electric
Hyundai Creta,Titanium,2018,1008756,Needs Work,11.86,53862,Petrol
Toyota Innova,Titanium,2009,375971,Excellent,13.42,28631,Diesel
Ford Ecosport,S10,2021,1595475,Fair,18.78,140057,Electric
Mahindra Scorpio,XZ+,2009,1229749,Needs Work,14.93,69864,Petrol
Maruti Suzuki Swift,Titanium,2021,1176866,Fair,14.29,8584,CNG
Kia Seltos,Crysta,2014,104722,Needs Work,19.56,125043,Electric
Kia Seltos,HTX,2007,669405,Good,21.02,101886,CNG
Kia Seltos,VDI,2006,1463023,Needs Work,16.87,57509,Petrol
Tata Nexon,S10,2017,1134378,Good,17.27,103125,Electric
Kia Seltos,VDI,2013,1078193,Excellent,20.43,162399,Petrol
Honda City,Titanium,2010,1051446,Excellent,18.43,156763,Diesel
Honda City,VDI,2006,507232,Fair,18.41,62978,Electric
Mahindra Scorpio,HTX,2009,301017,Good,18.05,180757,Petrol
Ford Ecosport,EX,2013,1660600,Excellent,19.48,4858,Petrol
Toyota Innova,VDI,2017,1945397,Excellent,16.85,41194,Electric
Honda City,Crysta,2009,561355,Excellent,21.34,194117,CNG
Maruti Suzuki Swift,VDI,2017,1236960,Excellent,14.83,88324,Petrol
Maruti Suzuki Swift,Crysta,2005,567279,Good,12.56,12174,Petrol
Ford Ecosport,XZ+,2021,381488,Excellent,17.36,5492,CNG
Maruti Suzuki Swift,S10,2005,411036,Excellent,17.07,197242,Diesel
Kia Seltos,XZ+,2019,1007938,Fair,10.49,37573,Petrol
Toyota Innova,ZX,2015,561577,Needs Work,22.26,29814,Petrol
Maruti Suzuki Swift,VDI,2010,1259709,Fair,17.41,179681,Electric
Ford Ecosport,VDI,2023,204700,Good,14.87,106333,CNG
Toyota Innova,Titanium,2012,1566022,Excellent,17.16,107021,Electric
Toyota Innova,EX,2021,774212,Needs Work,23.26,72367,Diesel
Ford Ecosport,Crysta,2016,937038,Excellent,19.12,146137,Electric
Toyota Innova,ZX,2011,866288,Excellent,15.02,57976,Petrol
Honda City,Crysta,2016,369144,Good,13.28,138465,Petrol
Mahindra Scorpio,XZ+,2009,1180905,Excellent,24.36,151574,CNG
Toyota Innova,VDI,2011,1640544,Excellent,22.11,183274,CNG
Honda City,VDI,2007,918935,Excellent,23.62,122891,Electric
Ford Ecosport,Crysta,2007,697069,Needs Work,19.91,79795,Diesel
Hyundai Creta,ZX,2006,943217,Good,13.25,143907,CNG
Kia Seltos,VDI,2021,1877416,Fair,10.49,130881,Petrol
Maruti Suzuki Swift,S10,2013,1023029,Good,13.63,168385,CNG
Mahindra Scorpio,HTX,2008,686486,Good,14.44,36964,CNG
Maruti Suzuki Swift,VDI,2014,340319,Good,11.54,51864,Diesel
Kia Seltos,Titanium,2017,1505761,Good,13.02,107583,Diesel
Maruti Suzuki Swift,EX,2011,884065,Needs Work,17.39,47245,Diesel
Tata Nexon,XZ+,2011,1087077,Fair,20.19,142299,Diesel
Ford Ecosport,EX,2019,379727,Fair,10.03,160261,Diesel
Honda City,S10,2013,466282,Excellent,23.32,47711,Petrol
Hyundai Creta,ZX,2023,1889575,Good,10.61,121759,Diesel
Mahindra Scorpio,ZX,2007,695118,Excellent,18.34,137494,Petrol
Ford Ecosport,XZ+,2016,1325565,Needs Work,14.99,102645,CNG
Mahindra Scorpio,VDI,2016,325831,Excellent,12.88,42895,CNG
Ford Ecosport,ZX,2006,1548349,Needs Work,20.41,96932,Electric
Hyundai Creta,Crysta,2007,1145743,Good,19.7,8193,Petrol
Toyota Innova,HTX,2006,1087935,Good,15.42,126487,Diesel
Toyota Innova,ZX,2022,1804616,Excellent,21.88,37259,Diesel
Mahindra Scorpio,ZX,2014,204810,Good,24.29,161890,Electric
Hyundai Creta,EX,2014,1243354,Excellent,17.64,135368,Diesel
Toyota Innova,ZX,2021,112469,Fair,10.09,151710,Petrol
Ford Ecosport,EX,2009,977479,Good,18.9,34291,Electric
Honda City,VDI,2010,1705844,Good,19.66,48869,Diesel
Maruti Suzuki Swift,XZ+,2014,770517,Excellent,12.51,25240,Petrol
Honda City,S10,2010,279210,Fair,12.67,37623,Petrol
Honda City,ZX,2013,310241,Needs Work,13.47,29897,Petrol
Maruti Suzuki Swift,VDI,2015,1873980,Good,19.28,161840,Petrol
Toyota Innova,HTX,2020,1054409,Good,17.39,179933,Electric
Tata Nexon,EX,2013,221524,Good,12.43,44662,CNG
Kia Seltos,EX,2016,1731433,Needs Work,20.79,18351,CNG
Toyota Innova,HTX,2016,1848009,Excellent,22.36,118059,Diesel
Ford Ecosport,XZ+,2014,1128903,Good,24.75,19662,Petrol
Kia Seltos,Titanium,2009,1570793,Good,13.2,3547,Diesel
Ford Ecosport,VDI,2011,195846,Needs Work,19.21,177496,Diesel
Toyota Innova,S10,2011,1549715,Needs Work,10.99,67245,Electric
Toyota Innova,HTX,2007,1329458,Excellent,22.76,192643,Electric
Mahindra Scorpio,HTX,2018,351255,Fair,13.95,98654,CNG
Mahindra Scorpio,VDI,2018,109704,Good,15.29,144193,Petrol
Tata Nexon,EX,2015,1914957,Excellent,14.29,63890,CNG
Maruti Suzuki Swift,Crysta,2012,505393,Fair,11.19,191637,CNG
Tata Nexon,XZ+,2022,1215602,Excellent,20.61,2739,Electric
Kia Seltos,Crysta,2011,627864,Good,14.3,183903,Electric
Kia Seltos,VDI,2006,1469174,Good,19.52,66779,Petrol
Hyundai Creta,EX,2005,806000,Needs Work,19.53,16087,Diesel
Honda City,ZX,2012,1833785,Fair,18.24,116302,Petrol
Kia Seltos,VDI,2008,450839,Needs Work,24.77,31480,Diesel
Ford Ecosport,EX,2005,602013,Good,16.96,21900,Electric
Toyota Innova,S10,2015,626094,Excellent,16.66,115192,CNG
Hyundai Creta,EX,2005,1032406,Excellent,13.09,6883,Diesel
Hyundai Creta,S10,2019,1268958,Good,13.5,157956,Electric
Kia Seltos,Crysta,2010,167925,Fair,22.88,166918,Electric
Hyundai Creta,XZ+,2013,561601,Good,17.74,91374,Petrol
Mahindra Scorpio,Titanium,2017,579037,Fair,14.62,187396,Electric
Toyota Innova,VDI,2006,383718,Good,24.23,81571,Diesel
Maruti Suzuki Swift,VDI,2017,358390,Good,11.09,76774,CNG
Honda City,EX,2022,1562546,Good,14.45,190377,Petrol
Mahindra Scorpio,VDI,2007,970715,Good,12.56,183660,Petrol
Honda City,ZX,2007,1575128,Excellent,11.0,41090,Petrol
Maruti Suzuki Swift,EX,2014,1027482,Good,20.3,120406,CNG
Ford Ecosport,EX,2020,1054809,Needs Work,20.14,140420,Diesel
Maruti Suzuki Swift,XZ+,2019,1590896,Needs Work,13.28,104388,Petrol
Toyota Innova,S10,2012,704271,Good,13.1,124487,Diesel
Tata Nexon,ZX,2015,125567,Excellent,10.92,71092,Petrol
Tata Nexon,EX,2008,1733834,Needs Work,21.32,82351,CNG
Hyundai Creta,S10,2017,868741,Fair,20.05,144640,Petrol
Honda City,HTX,2013,335538,Excellent,21.83,16678,Petrol
Kia Seltos,Titanium,2011,813649,Good,13.46,121359,CNG
Honda City,Crysta,2020,1056571,Excellent,13.27,140305,Diesel
Ford Ecosport,Crysta,2008,1589135,Needs Work,22.55,187756,Petrol
Mahindra Scorpio,Titanium,2007,1499609,Good,11.62,70529,Diesel
Mahindra Scorpio,S10,2009,469954,Excellent,17.84,130300,Petrol
Hyundai Creta,HTX,2015,1141458,Fair,22.72,21815,Petrol
Toyota Innova,Crysta,2017,759558,Good,12.17,57468,Electric
Hyundai Creta,HTX,2012,1475368,Fair,22.93,71474,Petrol
Tata Nexon,XZ+,2021,929666,Needs Work,10.81,2915,Petrol
Hyundai Creta,VDI,2023,686576,Fair,15.9,50260,Diesel
Honda City,XZ+,2015,1285973,Needs Work,12.87,56941,Diesel
Honda City,ZX,2018,671821,Good,14.57,53807,Electric
Toyota Innova,VDI,2010,981801,Fair,10.86,59779,Diesel
Toyota Innova,HTX,2016,1018990,Excellent,12.34,120391,Petrol
Maruti Suzuki Swift,VDI,2021,664835,Fair,22.24,114211,Diesel
Tata Nexon,Crysta,2007,237167,Fair,14.69,115257,Diesel
Toyota Innova,Titanium,2023,1915816,Good,20.24,43247,Petrol
Mahindra Scorpio,EX,2013,1051179,Needs Work,20.54,184286,Electric
Mahindra Scorpio,ZX,2010,1311916,Needs Work,14.49,155108,Electric
Tata Nexon,Crysta,2011,302096,Fair,17.82,119312,Electric
Ford Ecosport,XZ+,2010,505430,Needs Work,12.6,15001,Diesel
Mahindra Scorpio,ZX,2015,930378,Excellent,22.77,105828,CNG
Hyundai Creta,Crysta,2020,232223,Excellent,24.17,49499,Petrol
Toyota Innova,S10,2013,1362967,Fair,12.12,146602,Diesel
Ford Ecosport,S10,2005,723834,Fair,15.49,20907,Petrol
Honda City,ZX,2014,1214914,Fair,24.24,85731,Electric
Mahindra Scorpio,Titanium,2007,1408121,Excellent,13.07,158690,Electric
Ford Ecosport,ZX,2013,1012808,Fair,19.48,49707,CNG
Kia Seltos,ZX,2022,345064,Fair,13.51,2137,Petrol
Kia Seltos,S10,2011,1316923,Good,21.95,177948,Diesel
Tata Nexon,HTX,2006,1901460,Needs Work,18.54,84323,Diesel
Toyota Innova,XZ+,2021,355559,Excellent,22.37,195228,Petrol
Hyundai Creta,S10,2016,530725,Excellent,21.06,38060,Electric
Mahindra Scorpio,Crysta,2019,514173,Excellent,16.81,193772,Petrol
Toyota Innova,S10,2011,672253,Good,21.66,68720,Diesel
Maruti Suzuki Swift,Crysta,2022,460339,Good,21.42,193368,Diesel
Toyota Innova,EX,2013,299366,Good,21.87,66454,Electric
Hyundai Creta,EX,2011,391100,Excellent,12.78,186902,CNG
Kia Seltos,S10,2010,164395,Excellent,24.14,59205,Diesel
Hyundai Creta,Titanium,2022,658012,Excellent,20.26,172933,Electric
Maruti Suzuki Swift,XZ+,2023,618708,Needs Work,10.69,122501,Diesel
Maruti Suzuki Swift,EX,2018,1568287,Good,11.0,93373,Electric
Hyundai Creta,HTX,2016,1160551,Excellent,13.75,170004,Electric
Maruti Suzuki Swift,XZ+,2009,877086,Fair,10.8,161326,Diesel
Honda City,XZ+,2022,716240,Needs Work,21.1,40069,Diesel
Maruti Suzuki Swift,VDI,2006,651980,Needs Work,18.66,55707,Petrol
Tata Nexon,EX,2006,261397,Needs Work,19.4,44520,CNG
Tata Nexon,VDI,2016,1297881,Good,21.16,87595,Petrol
